id,file_name,source_path,jurisdiction,authority,title,relevant_law,gdpr_articles,type,outcome,started,decided,published,fine,fine_amount,fine_currency,parties,national_case_number_name,european_case_law_identifier,original_languages,original_source,sector_type,sector_type_confidence,sector_core_activity,sector_core_activity_confidence,sector_size,sector_size_confidence
IT_58,MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10079389.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10079389.md,Italy,Garante per la protezione dei dati personali (Italy),Garante per la protezione dei dati personali (Italy) - 10079389,Article 5(1)(f) GDPRArticle 5(2) GDPRArticle 6(1)(a) GDPRArticle 7 GDPRArticle 12 GDPRArticle 13 GDPRArticle 15 GDPRArticle 24 GDPRArticle 32(1)(b) GDPRArticle 32(1)(d) GDPRArticle 32(2) GDPR,"5,7,12,13,15,24,32",Complaint,Upheld,,,,"5,000 EUR",5000,EUR,n/a,10079389,n/a,Italian,Garante (in IT),,,,,,
IT_59,MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10084403.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10084403.md,Italy,Garante per la protezione dei dati personali (Italy),Garante per la protezione dei dati personali (Italy) - 10084403,Article 15(1)(g) GDPRArticle 28 GDPRArticle 28(3)(a) GDPRArticle 28(3)(e) GDPRArticle 28(3)(h) GDPR,28,Complaint,Upheld,,17/10/2024,,"60,000 EUR",60000,EUR,Serfin 97 S.r.l.,10084403,n/a,Italian,Garante per la Protezione dei Dati Personali (in IT),PRIVATE,98,N82.91 (Activities of collection agencies and credit bureaus),90,SMALL OR MEDIUM,80
IT_60,MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10084453.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10084453.md,Italy,Garante per la protezione dei dati personali (Italy),Garante per la protezione dei dati personali (Italy) - 10084453,Article 5(1)(a) GDPRArticle 6 GDPRart. 2-ter d. lgs. 196/2003,6,Complaint,Upheld,,13/11/2024,,"5,000 EUR",5000,EUR,n/a,10084453,n/a,Italian,GPDP (in IT),,,,,,
IT_61,MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10085455.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10085455.md,Italy,Garante per la protezione dei dati personali (Italy),Garante per la protezione dei dati personali (Italy) - 10085455,Article 5 GDPRArticle 6 GDPRArticle 8 GDPRArticle 13 GDPRArticle 14 GDPRArticle 33 GDPRArticle 55 GDPRArticle 56 GDPR,"5,6,8,13,14,33,55,56",Investigation,Violation Found,30/03/2024,20/12/2024,20/12/2024,15000000 EUR,15000000,EUR,OpenAI,10085432,n/a,Italian,Garante (in IT),PRIVATE,98,M72.19 (Other research and experimental development on natural sciences and engineering),75,VERY LARGE,90
IT_62,MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10086523.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10086523.md,Italy,Garante per la protezione dei dati personali (Italy),Garante per la protezione dei dati personali (Italy) - 10086523,Article 4(15) GDPRArticle 5(1)(f) GDPRArticle 32 GDPRArticle 33 GDPR,"4,32,33",Investigation,Violation Found,,,17/10/2024,"25,000 EUR",25000,EUR,Azienda Ospedaliero-Universitaria SS. Antonio e Biagio e Cesare Arrigo,10086523,n/a,Italian,Garante per la protezione dei dati personali (in IT),GOV,99,HEALTH,95,VERY LARGE,85
IT_63,MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10086536.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10086536.md,Italy,Garante per la protezione dei dati personali (Italy),Garante per la protezione dei dati personali (Italy) - 10086536,Article 5 GDPRArticle 5(2) GDPRArticle 6 GDPRArticle 7 GDPRArticle 24 GDPRArticle 28 GDPRArticle 32 GDPR,"5,6,7,24,28,32",Complaint,Upheld,,13/11/2024,,"678,897 EUR",678897,EUR,Illumia,10086536,n/a,Italian,Garante (in IT),PRIVATE,95,D35.14 (Trade of electricity),80,LARGE,75
IT_64,MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10091735.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10091735.md,Italy,Garante per la protezione dei dati personali (Italy),Garante per la protezione dei dati personali (Italy) - 10091735,Article 4(11) GDPRArticle 5 GDPRArticle 7 GDPRArticle 12 GDPRArticle 13 GDPRArticle 24 GDPRArticle 25 GDPRArt. 22 d. lgs. 196/2003,"4,5,7,12,13,24,25",Investigation,Violation Found,28/02/2022,13/11/2024,,n/a,,,Aosom Italy S.r.l.,10091735,n/a,Italian,GPDP (in IT),PRIVATE,98,G47.91 (Retail sale via mail order houses or via Internet),90,LARGE,70
IT_65,MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10093485.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10093485.md,Italy,Garante per la protezione dei dati personali (Italy),Garante per la protezione dei dati personali (Italy) - 10093485,Article 5(1)(a) GDPRArticle 12(1) GDPRArticle 13 GDPRArticle 25(1) GDPRArticle 58(2)(b) GDPR,"12,13,25",Complaint,Upheld,,13/11/2024,13/11/2024,n/a,,,G.Glamour,10093485,n/a,Italian,Garante (in IT),PRIVATE,85,,40,SMALL OR MEDIUM,50
IT_66,MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10095553.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10095553.md,Italy,Garante per la protezione dei dati personali (Italy),Garante per la protezione dei dati personali (Italy) - 10095553,Article 5(1)(d) GDPR,,Complaint,Upheld,,13/11/2025,,n/a,,,n/a,10095553,n/a,Italian,Garante (in IT),,,,,,
IT_67,MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10095810.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10095810.md,Italy,Garante per la protezione dei dati personali (Italy),Garante per la protezione dei dati personali (Italy) - 10095810,Article 32 GDPR,32,Investigation,Violation Found,24/01/2023,27/11/2024,20/02/2025,10000 EUR,10000,EUR,Engineering Ingegneria Informatica S.p.a.,10095810,n/a,Italian,GPDP (in IT),PRIVATE,99,J62.02 (Computer consultancy activities),95,VERY LARGE,90
IT_68,MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10095836.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10095836.md,Italy,Garante per la protezione dei dati personali (Italy),Garante per la protezione dei dati personali (Italy) - 10095836,Article 5 GDPRArticle 9 GDPRArt. 2-septies Codice Privacy,"5,9",Complaint,Upheld,,12/12/2024,31/01/2025,20000 EUR,20000,EUR,dott. Giuseppe Rubino,10095836/2024,n/a,Italian,Autorità Garante per la protezione dei dati personali (in IT),PRIVATE,80,M86.22 (Specialist medical practice activities),55,SMALL,80
IT_69,MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10096474.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10096474.md,Italy,Garante per la protezione dei dati personali (Italy),Garante per la protezione dei dati personali (Italy) - 10096474,Article 5(1)(a) GDPRArticle 5(1)(c) GDPRArticle 12 GDPRArticle 17 GDPRArticle 88 GDPR,"12,17,88",Complaint,Upheld,,,12/12/2024,"20,000 EUR",20000,EUR,n/a,10096474,n/a,Italian,Garante (in IT),,,,,,
IT_70,MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10097012.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10097012.md,Italy,Garante per la protezione dei dati personali (Italy),Garante per la protezione dei dati personali (Italy) - 10097012,Article 5 GDPRArticle 6 GDPRArticle 7 GDPRArticle 12 GDPRArticle 15 GDPRArticle 22 GDPRArticle 24 GDPR,"5,6,7,12,15,22,24",Complaint,Upheld,,27/11/2024,,"892.738,00 EUR",892,EUR,E.ON Energia,10097012,n/a,Italian,Garante (in IT),PRIVATE,98,D35.14 (Trade of electricity),90,VERY LARGE,90
IT_71,MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10102334.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10102334.md,Italy,Garante per la protezione dei dati personali (Italy),Garante per la protezione dei dati personali (Italy) - 10102334,Article 5(1)(a) GDPRArticle 12 GDPRArticle 13 GDPRArticle 35 GDPR,"12,13,35",Complaint,Upheld,,12/12/2024,07/02/2025,6000 EUR,6000,EUR,Comune di Portici,10102334,n/a,Italian,GPDP (in IT),MUNICIPALITY,99,LOCAL GOVERNMENT,95,LARGE,80
IT_72,MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10102355.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10102355.md,Italy,Garante per la protezione dei dati personali (Italy),Garante per la protezione dei dati personali (Italy) - 10102355,Article 5 GDPRArticle 6 GDPRArticle 37(7) GDPR,"5,6,37",Complaint,Upheld,,12/12/2024,,"6,000 EUR",6000,EUR,Comune di Corte Franca,10102355,n/a,Italian,Garante (in IT),MUNICIPALITY,99,LOCAL GOVERNMENT,95,SMALL OR MEDIUM,85
IT_73,MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10102444.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10102444.md,Italy,Garante per la protezione dei dati personali (Italy),Garante per la protezione dei dati personali (Italy) - 10102444,Article 4(15) GDPRArticle 5(1)(c) GDPRArticle 5(1)(f) GDPRArticle 9 GDPRArticle 32 GDPRArticle 33 GDPRArticle 58(2) GDPR,"4,9,32,33,58",Other,n/a,,,12/12/2024,"5,000 EUR",5000,EUR,n/a,10102444,n/a,Italian,Garante per la protezione dei dati personali (in IT),,,,,,
IT_74,MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10102462.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10102462.md,Italy,Garante per la protezione dei dati personali (Italy),Garante per la protezione dei dati personali (Italy) - 10102462,Article 6(1)(a) GDPRArticle 6(1)(f) GDPRArticle 17 GDPR,17,Complaint,Upheld,,12/12/2024,,"10,000 EUR",10000,EUR,n/a,10102462,10102462,Italian,Garante (in IT),,,,,,
IT_75,MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10103653.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10103653.md,Italy,Garante per la protezione dei dati personali (Italy),Garante per la protezione dei dati personali (Italy) - 10103653,Article 5(1)(a) GDPRArticle 13 GDPR,13,Complaint,Upheld,,,27/11/2024,"20,000 EUR",20000,EUR,Sintesi Evolution S.r.l,10103653,n/a,Italian,Garante (in IT),PRIVATE,95,,40,SMALL OR MEDIUM,70
IT_76,MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10103672.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10103672.md,Italy,Garante per la protezione dei dati personali (Italy),Garante per la protezione dei dati personali (Italy) - 10103672,Article 5(1)(a) GDPRArticle 5(1)(d) GDPRArticle 6(1)(a) GDPRArticle 6(3) GDPRArticle 24 GDPR,"6,24",Complaint,Upheld,,,,"40,000 EUR",40000,EUR,Agenzia delle Entrate,10103672,n/a,Italian,Garante (in IT),GOV,99,O84.11 (General public administration activities),90,VERY LARGE,95
IT_77,MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10104750.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10104750.md,Italy,Garante per la protezione dei dati personali (Italy),Garante per la protezione dei dati personali (Italy) - 10104750,Article 4(1) GDPRArticle 4(15) GDPRArticle 5(1)(b) GDPRArticle 5(1)(d) GDPRArticle 5(1)(c) GDPRArticle 5(1)(a) GDPRArticle 5(2) GDPRArticle 6 GDPRArticle 9 GDPR,"4,5,6,9",Investigation,Violation Found,,19/12/2024,,"10,000 EUR",10000,EUR,Comune di Brescia,10104750,n/a,Italian,GPDP (in IT),MUNICIPALITY,99,LOCAL GOVERNMENT,95,VERY LARGE,85
IT_78,MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10106904.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10106904.md,Italy,Garante per la protezione dei dati personali (Italy),Garante per la protezione dei dati personali (Italy) - 10106904,Article 5(1)(e) GDPRArticle 5(1)(a) GDPRArticle 5(2) GDPRArticle 14 GDPRArticle 24 GDPRArticle 28 GDPRArticle 37 GDPRArticle 38 GDPRArticle 157 of the Italian Privacy Code,"5,14,24,28,37,38",Investigation,Violation Found,,19/12/2024,,"70,000 EUR",70000,EUR,n/a,10106904,n/a,Italian,GDPD (in IT),,,,,,
IT_79,MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10110241.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10110241.md,Italy,Garante per la protezione dei dati personali (Italy),Garante per la protezione dei dati personali (Italy) - 10110241,Article 5(1)(e) GDPRArticle 5(1)(a) GDPRArticle 5(2) GDPRArticle 6(1)(a) GDPRArticle 7 GDPRArticle 12(2) GDPRArticle 12(3) GDPRArticle 13 GDPRArticle 14 GDPRArticle 21(2) GDPRArticle 24 GDPRArticle 30 GDPRArticle 35 GDPRArticle 37 GDPR,"5,7,12,13,14,21,24,30,35,37",Complaint,Upheld,,16/01/2025,,"100,000 EUR",100000,EUR,Realmaps,10110241,n/a,Italian,GPDP (in IT),PRIVATE,95,J62.01 (Computer programming activities),70,SMALL OR MEDIUM,70
IT_80,MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10110927.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10110927.md,Italy,Garante per la protezione dei dati personali (Italy),Garante per la protezione dei dati personali (Italy) - 10110927,Article 5(1)(b) GDPRArticle 5(1)(c) GDPRArticle 5(1)(e) GDPRArticle 5(1)(a) GDPRArticle 12 GDPRArticle 13 GDPRArticle 15 GDPRArticle 17 GDPR,"12,13,15,17",Complaint,Upheld,,,,8000 EUR,8000,EUR,Sicurnet Liguria,10110927,n/a,Italian,Garante per la protezione dei dati personali (in IT),PRIVATE,85,J62.09 (Other information technology and computer service activities),60,SMALL OR MEDIUM,70
IT_81,MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10112287.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10112287.md,Italy,Garante per la protezione dei dati personali (Italy),Garante per la protezione dei dati personali (Italy) - 10112287,Article 5(1)(a) GDPRArticle 5(1)(c) GDPRArticle 5(1)(e) GDPRArticle 13 GDPRArticle 88 GDPRArticle 157 Italian Privacy Code,"13,88",Complaint,Upheld,,,,"50,000 EUR",50000,EUR,n/a,10112287,n/a,Italian,GPDP (in IT),,,,,,
IT_82,MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10112709.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10112709.md,Italy,Garante per la protezione dei dati personali (Italy),Garante per la protezione dei dati personali (Italy) - 10112709,Article 6(1)(c) GDPRArticle 6(1)(e) GDPRArticle 9(2)(b) GDPRArt. 2 ter d. lgs. 196/2003Art 2 sexies d. lgs. 196/2003,,Complaint,Upheld,,30/01/2025,,6000 EUR,6000,EUR,n/a,10112709,n/a,Italian,GDPD (in IT),,,,,,
IT_83,MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10138964.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10138964.md,Italy,Garante per la protezione dei dati personali (Italy),Garante per la protezione dei dati personali (Italy) - 10138964,Article 37(1) GDPRArticle 37(7) GDPR,37,Investigation,Violation Found,,27/03/2025,,"3,000 EUR",3000,EUR,Comune di Palma di Montechiaro,10138964,n/a,Italian,GPDP (in IT),MUNICIPALITY,99,LOCAL GOVERNMENT,95,SMALL OR MEDIUM,85
IT_84,MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10139147.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10139147.md,Italy,Garante per la protezione dei dati personali (Italy),Garante per la protezione dei dati personali (Italy) - 10139147,Article 4(11) GDPRArticle 5 GDPRArticle 7 GDPRArticle 12 GDPRArticle 13 GDPRArticle 24 GDPRArticle 25 GDPRArt. 122 d. lg. 196/2003,"4,5,7,12,13,24,25",Investigation,Violation Found,23/09/2023,29/04/2025,,n/a,,,n/a,10139147,n/a,Italian,GPDP (in IT),,,,,,
IT_85,MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10145986.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10145986.md,Italy,Garante per la protezione dei dati personali (Italy),Garante per la protezione dei dati personali (Italy) - 10145986,Article 5 GDPRArticle 6 GDPRArticle 7 GDPRArticle 24 GDPRArticle 25 GDPRArticle 28 GDPRArticle 31 GDPRArt. 130 d. lgs. 196/2003Art. 157 d. lgs. 196/2003,"5,6,7,24,25,28,31",Investigation,Violation Found,09/12/2024,29/04/2025,,"100,000 EUR",100000,EUR,Energia Verde S.p.a.,10145986,n/a,Italian,GPDP (in IT),PRIVATE,95,D35.11 (Production of electricity),70,LARGE,70
IT_86,MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10146249.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10146249.md,Italy,Garante per la protezione dei dati personali (Italy),Garante per la protezione dei dati personali (Italy) - 10146249,Article 16 GDPR,16,Complaint,Rejected,24/09/2024,29/04/2025,,n/a,,,MF Service S.r.l.,10146249,n/a,Italian,GPDP (in IT),PRIVATE,95,,40,SMALL OR MEDIUM,70
IT_87,MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10149917.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10149917.md,Italy,Garante per la protezione dei dati personali (Italy),Garante per la protezione dei dati personali (Italy) - 10149917,Article 5(1)(a) GDPRArticle 5(1)(e) GDPRArticle 5(2) GDPRArticle 13 GDPR,"5,13",Investigation,Violation Found,,,,"21,000 EUR",21000,EUR,n/a,10149917,n/a,Italian,GPDP (in IT),,,,,,
IT_88,MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10153347.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10153347.md,Italy,Garante per la protezione dei dati personali (Italy),Garante per la protezione dei dati personali (Italy) - 10153347,Article 5(1)(a) GDPRArticle 6 GDPRArticle 10 GDPRArticle 12 GDPR2-octies d. lgs. 193/20032-ter d. lgs. 196/2003,"6,10,12",Complaint,Upheld,,,,n/a,,,n/a,10153347,n/a,Italian,GPDP (in IT),,,,,,
IT_89,MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10154110.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10154110.md,Italy,Garante per la protezione dei dati personali (Italy),Garante per la protezione dei dati personali (Italy) - 10154110,Article 5 GDPRArticle 33 GDPR,"5,33",Complaint,Upheld,24/10/2024,10/07/2025,,80000 EUR,80000,EUR,Data Subject versus Poste Vita S.p.A.,10154110,n/a,Italian,GPDP (in IT),PRIVATE,99,K65.11 (Life insurance),95,VERY LARGE,90
IT_90,MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_9256486.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_9256486.md,Italy,Garante per la protezione dei dati personali (Italy),Garante per la protezione dei dati personali (Italy) - 9256486,Article 4 GDPRArticle 5 GDPRArticle 6 GDPRArticle 7 GDPRArticle 12 GDPRArticle 13 GDPRArticle 21 GDPRArticle 24 GDPRArticle 25 GDPRArticle 28 GDPRArticle 32 GDPR,"4,5,6,7,12,13,21,24,25,28,32",Complaint,Upheld,,15/01/2020,,"27,802,946 EUR",27802946,EUR,TIM S.p.A.Anonymous,9256486,n/a,Italian,Garante per la protezione dei dati personali (in IT),PRIVATE,99,J61.10 (Wired telecommunications activities),85,VERY LARGE,95
